소단원명	질문	정답
02. 30도, 45도, 60도의 삼각비의 값	직각이등변삼각형을 이용해 구할 수 있는 특수각은?	45도입니다.
02. 30도, 45도, 60도의 삼각비의 값	사인 30도와 코사인 60도의 관계는?	값이 2분의 1로 서로 같습니다.
02. 30도, 45도, 60도의 삼각비의 값	사인 60도와 코사인 30도의 관계는?	값이 2분의 루트 3으로 서로 같습니다.
02. 30도, 45도, 60도의 삼각비의 값	탄젠트 30도와 탄젠트 60도의 곱은?	1입니다.
02. 30도, 45도, 60도의 삼각비의 값	사인 45도 곱하기 루트 2의 값은?	1입니다.
02. 30도, 45도, 60도의 삼각비의 값	특수각의 삼각비 값을 외워야 하는 이유는?	도형의 길이를 구할 때 빈번하게 사용되기 때문입니다.
03. 예각의 삼각비의 값	반지름이 1인 사분원에서 사인의 값은 무엇과 같은가?	높이(선분의 길이)와 같습니다.
03. 예각의 삼각비의 값	반지름이 1인 사분원에서 코사인의 값은 무엇과 같은가?	밑변의 길이와 같습니다.
03. 예각의 삼각비의 값	반지름이 1인 사분원에서 탄젠트의 값은 무엇과 같은가?	연장선의 높이와 같습니다.
03. 예각의 삼각비의 값	사인 0도의 값은 얼마인가?	0입니다.
03. 예각의 삼각비의 값	코사인 0도의 값은 얼마인가?	1입니다.
03. 예각의 삼각비의 값	탄젠트 0도의 값은 얼마인가?	0입니다.
03. 예각의 삼각비의 값	사인 90도의 값은 얼마인가?	1입니다.
03. 예각의 삼각비의 값	코사인 90도의 값은 얼마인가?	0입니다.
03. 예각의 삼각비의 값	탄젠트 90도의 값은 정의되는가?	값이 무한히 커지므로 정할 수 없습니다.
03. 예각의 삼각비의 값	0도에서 45도 사이에서 사인과 코사인 중 큰 것은?	코사인이 더 큽니다.
03. 예각의 삼각비의 값	45도에서 90도 사이에서 사인과 코사인 중 큰 것은?	사인이 더 큽니다.
03. 예각의 삼각비의 값	삼각비의 표란 무엇인가?	0도부터 90도까지의 각에 대한 삼각비의 값을 소수점으로 나타낸 표입니다.
03. 예각의 삼각비의 값	삼각비의 표에서 값을 읽는 방법은?	가로줄의 각도와 세로줄의 삼각비 명칭이 만나는 곳을 읽습니다.
03. 예각의 삼각비의 값	사인 1도와 사인 2도 중 큰 것은?	사인 2도가 더 큽니다.
03. 예각의 삼각비의 값	코사인 88도와 코사인 89도 중 큰 것은?	코사인 88도가 더 큽니다.
03. 예각의 삼각비의 값	사분원 문제에서 밑변이 1일 때 높이가 의미하는 것은?	탄젠트 값입니다.
03. 예각의 삼각비의 값	사인 값이 0.5가 되는 예각은 몇 도인가?	30도입니다.
03. 예각의 삼각비의 값	코사인 값이 2분의 루트 2가 되는 각은?	45도입니다.
03. 예각의 삼각비의 값	각이 0도에 가까워지면 탄젠트 값은 어디에 가까워지는가?	0에 가까워집니다.
03. 예각의 삼각비의 값	사인 90도 빼기 코사인 0도의 값은?	1 마이너스 1이므로 0입니다.
04. 삼각비의 활용(길이)	직각삼각형에서 빗변 c와 각 에이를 알 때 높이 에이 구하는 식은?	빗변 c 곱하기 사인 에이입니다.
04. 삼각비의 활용(길이)	직각삼각형에서 빗변 c와 각 에이를 알 때 밑변 비 구하는 식은?	빗변 c 곱하기 코사인 에이입니다.
04. 삼각비의 활용(길이)	일반 삼각형에서 두 변과 끼인각을 알 때 높이를 구하는 방법은?	수선을 내려 직각삼각형을 만든 뒤 삼각비를 이용합니다.
04. 삼각비의 활용(길이)	삼각형의 한 변과 양 끝각을 알 때 다른 변을 구하는 과정은?	한 꼭짓점에서 수선을 내려 두 개의 직각삼각형으로 나눕니다.
04. 삼각비의 활용(길이)	나무의 높이를 잴 때 탄젠트를 주로 사용하는 이유는?	지면에서의 거리(밑변)와 각도를 재기 쉽기 때문입니다.
04. 삼각비의 활용(길이)	앙각(올려다본 각)이란 무엇인가?	수평선과 물체를 올려다본 시선이 이루는 각입니다.
04. 삼각비의 활용(길이)	부각(내려다본 각)이란 무엇인가?	수평선과 물체를 내려다본 시선이 이루는 각입니다.
04. 삼각비의 활용(길이)	특수각이 아닌 경우 길이를 구하려면 무엇이 필요한가?	문제에서 주어진 삼각비의 값이나 삼각비 표가 필요합니다.
04. 삼각비의 활용(길이)	직각삼각형 ABC에서 밑변 b와 각 A를 알 때 높이 a는?	밑변 b 곱하기 탄젠트 A입니다.
04. 삼각비의 활용(길이)	경사도가 10퍼센트라는 말의 수학적 의미는?	탄젠트 값이 100분의 10이라는 뜻입니다.
04. 삼각비의 활용(길이)	건물 그림자의 길이와 태양의 고도를 알 때 건물의 높이는?	그림자 길이 곱하기 탄젠트(고도)입니다.
04. 삼각비의 활용(길이)	높이 h를 구하는 공식 중 탄젠트를 이용한 합의 공식은 언제 쓰는가?	두 예각과 밑변의 전체 길이를 알 때 사용합니다.
04. 삼각비의 활용(길이)	높이 h를 구하는 공식 중 탄젠트를 이용한 차의 공식은 언제 쓰는가?	둔각삼각형 형태에서 한 변의 연장선을 이용할 때 씁니다.
04. 삼각비의 활용(길이)	삼각비를 이용한 거리 측정의 장점은?	직접 가기 힘든 곳의 거리를 계산만으로 알 수 있습니다.
04. 삼각비의 활용(길이)	빗변의 길이가 10이고 각이 30도일 때 높이는?	10 곱하기 사인 30도이므로 5입니다.
04. 삼각비의 활용(길이)	밑변이 6이고 각이 45도일 때 높이는?	6 곱하기 탄젠트 45도이므로 6입니다.
04. 삼각비의 활용(길이)	사인 법칙의 기초 원리는 무엇인가?	삼각형의 높이를 삼각비로 표현하는 과정에서 나옵니다.
04. 삼각비의 활용(길이)	직각삼각형에서 각의 대변의 길이를 구할 때 유용한 비는?	사인입니다.
04. 삼각비의 활용(길이)	직각삼각형에서 각의 인접변의 길이를 구할 때 유용한 비는?	코사인입니다.
04. 삼각비의 활용(길이)	실생활 활용 문제에서 사람의 눈높이를 고려해야 하는가?	네, 눈높이만큼 최종 높이에 더해주어야 합니다.
05. 삼각비의 활용(넓이)	삼각형의 두 변 에이, 비와 끼인각 에스(x)를 알 때 넓이 공식은?	2분의 1 에이 비 사인 에스입니다.
05. 삼각비의 활용(넓이)	끼인각이 둔각(x)일 때 삼각형의 넓이 구하는 법은?	사인 (180 마이너스 x)의 값을 이용합니다.
05. 삼각비의 활용(넓이)	삼각형 넓이 공식에서 사인 값을 곱하는 이유는?	사인 값이 높이를 구하는 역할을 하기 때문입니다.
05. 삼각비의 활용(넓이)	평행사변형의 두 변 에이, 비와 끼인각 에스(x)를 알 때 넓이는?	에이 비 사인 에스입니다.
05. 삼각비의 활용(넓이)	평행사변형 넓이가 삼각형 넓이의 2배인 이유는?	대각선으로 나누면 합동인 두 삼각형이 되기 때문입니다.
05. 삼각비의 활용(넓이)	일반 사각형에서 두 대각선 길이와 끼인각(x)을 알 때 넓이는?	2분의 1 곱하기 대각선1 곱하기 대각선2 곱하기 사인 x입니다.
05. 삼각비의 활용(넓이)	사각형 넓이 공식에서 끼인각이 둔각이면?	사인 (180 마이너스 x)를 사용합니다.
05. 삼각비의 활용(넓이)	정삼각형의 한 변의 길이가 에이(a)일 때 넓이 공식은?	4분의 루트 3 에이 제곱입니다.
05. 삼각비의 활용(넓이)	한 변이 4인 정삼각형의 넓이는?	4분의 루트 3 곱하기 16이므로 4 루트 3입니다.
05. 삼각비의 활용(넓이)	두 변이 6, 8이고 끼인각이 30도인 삼각형의 넓이는?	2분의 1 곱하기 6 곱하기 8 곱하기 2분의 1이므로 12입니다.
05. 삼각비의 활용(넓이)	두 변이 4, 10이고 끼인각이 120도인 평행사변형 넓이는?	4 곱하기 10 곱하기 사인 60도이므로 20 루트 3입니다.
05. 삼각비의 활용(넓이)	마름모의 넓이를 삼각비로 구하려면?	한 변의 제곱 곱하기 사인(한 내각)으로 구합니다.
05. 삼각비의 활용(넓이)	사각형의 대각선 공식 유도 원리는?	각 대각선에 평행한 선을 그어 큰 평행사변형을 만들어 절반을 취합니다.
05. 삼각비의 활용(넓이)	끼인각이 90도일 때 삼각형 넓이 공식은?	2분의 1 에이 비가 되며, 이는 일반적인 넓이 공식과 같습니다.
05. 삼각비의 활용(넓이)	다각형의 넓이를 삼각비로 구하는 일반적인 전략은?	삼각형 여러 개로 나누어 각각의 넓이를 합칩니다.
05. 삼각비의 활용(넓이)	삼각비 넓이 공식을 쓸 때 각도는 반드시 예각이어야 하는가?	둔각이어도 180도에서 빼서 계산하면 되므로 상관없습니다.
05. 삼각비의 활용(넓이)	끼인각이 150도일 때 사용하는 사인 값은?	사인 30도와 같은 값을 씁니다.
05. 삼각비의 활용(넓이)	삼각형의 넓이가 주어지고 끼인각을 구하는 방법은?	공식에 대입하여 사인 x의 값을 찾은 뒤 각도를 알아냅니다.
05. 삼각비의 활용(넓이)	대각선의 길이가 8, 10이고 넓이가 20인 사각형의 대각선 끼인각은?	사인 x가 2분의 1이 되어야 하므로 30도입니다.
05. 삼각비의 활용(넓이)	원의 내접하는 정육각형의 넓이는 어떻게 구하는가?	정삼각형 6개의 넓이 합으로 구합니다.
06. 원의 현	원의 중심에서 현에 내린 수선은 현을 어떻게 하는가?	현을 수직이등분합니다.
06. 원의 현	현의 수직이등분선은 반드시 어디를 지나는가?	원의 중심을 지납니다.
06. 원의 현	한 원에서 중심으로부터 같은 거리에 있는 두 현의 길이는?	서로 같습니다.
06. 원의 현	한 원에서 길이가 같은 두 현은 중심으로부터 어떤 거리에 있는가?	같은 거리에 있습니다.
06. 원의 현	현의 길이와 중심각의 크기는 정비례하는가?	아니요, 정비례하지 않습니다.
06. 원의 현	현 AB의 길이가 현 CD의 2배이면 중심각도 2배인가?	아니요, 중심각은 2배보다 더 커집니다.
06. 원의 현	원 위의 두 점을 이은 선분을 무엇이라 하는가?	현입니다.
06. 원의 현	현의 길이를 구할 때 가장 많이 사용하는 정리는?	피타고라스 정리입니다.
06. 원의 현	반지름 r, 중심에서의 거리 d, 현의 절반 l의 관계식은?	d제곱 더하기 l제곱은 r제곱입니다.
06. 원의 현	원 모양의 접시가 깨졌을 때 원래 반지름을 찾는 방법은?	현의 수직이등분선을 그어 교점을 찾거나 피타고라스 식을 씁니다.
06. 원의 현	중심각의 크기가 같은 두 현의 길이는?	서로 같습니다.
06. 원의 현	중심에서 현에 내린 수선의 발을 M이라 할 때, AM과 BM의 길이는?	서로 같습니다.
06. 원의 현	원 안에서 가장 긴 현은 무엇인가?	지름입니다.
06. 원의 현	지름은 중심으로부터의 거리가 얼마인가?	0입니다.
06. 원의 현	한 원에서 중심에서 멀어질수록 현의 길이는?	짧아집니다.
06. 원의 현	두 현의 길이가 같음을 증명할 때 사용하는 삼각형의 합동은?	알에이치에스(RHS) 합동입니다.
06. 원의 현	활꼴의 높이와 현의 길이를 알 때 반지름 구하기는?	반지름에서 높이를 뺀 값을 한 변으로 하여 피타고라스를 씁니다.
06. 원의 현	원의 중심을 지나는 현은 무엇인가?	지름입니다.
06. 원의 현	한 점을 지나는 현 중 길이가 가장 짧은 것은?	중심과 그 점을 이은 선분에 수직인 현입니다.
06. 원의 현	중심으로부터 거리가 같은 두 현이 이루는 삼각형은?	이등변삼각형입니다.
07. 원의 접선	원의 접선과 그 접점을 지나는 반지름은 어떤 관계인가?	서로 수직으로 만납니다.
07. 원의 접선	원 밖의 한 점에서 그 원에 그을 수 있는 접선은 몇 개인가?	2개입니다.
07. 원의 접선	원 밖의 한 점에서 원에 그은 두 접선의 길이는?	서로 같습니다.
07. 원의 접선	원 밖의 점 P와 접점 A, B에 대해 PA와 PB의 길이는?	서로 같습니다.
07. 원의 접선	접선과 반지름이 수직임을 이용해 자주 만드는 도형은?	직각삼각형입니다.
07. 원의 접선	삼각형의 내접원이란 무엇인가?	삼각형의 세 변에 모두 접하는 원입니다.
07. 원의 접선	외접 사각형의 성질은 무엇인가?	마주 보는 두 쌍의 대변의 길이의 합이 서로 같습니다.
07. 원의 접선	삼각형의 내접원 반지름 r과 둘레를 알 때 넓이 공식은?	2분의 1 곱하기 r 곱하기 둘레입니다.
07. 원의 접선	사각형이 원에 외접하기 위한 조건은?	대변의 길이의 합이 같아야 합니다.
07. 원의 접선	원의 접선 길이를 구할 때 보조선은 어떻게 긋는가?	중심에서 접점에 반지름을 긋고, 중심과 외부 점을 잇습니다.
07. 원의 접선	접점에서 반지름과 접선이 이루는 각도는?	90도입니다.
07. 원의 접선	내접원이 있는 삼각형에서 꼭짓점에서 접점까지의 거리들의 특징은?	이웃한 두 접선 조각의 길이가 쌍으로 같습니다.
07. 원의 접선	직각삼각형의 내접원 반지름 구하는 공식(변 이용)은?	(밑변 더하기 높이 마이너스 빗변) 나누기 2입니다.
07. 원의 접선	원 외부에 있는 사각형 ABCD가 외접원일 때 AB+CD는?	AD+BC와 같습니다.
07. 원의 접선	공통접선이란 무엇인가?	두 원에 동시에 접하는 직선입니다.
07. 원의 접선	원 밖의 점 P에서 중심 O까지 거리와 반지름 r을 알 때 접선 길이는?	루트 (PO제곱 마이너스 r제곱)입니다.
07. 원의 접선	접선의 길이란 어디서 어디까지의 거리인가?	원 밖의 점에서 접점까지의 선분의 길이입니다.
07. 원의 접선	중심 O에서 두 접선 PA, PB를 그었을 때 사각형 OAPB의 특징은?	마주 보는 각의 합이 180도입니다.
07. 원의 접선	할선과 접선의 차이는?	할선은 원과 두 점에서 만나고, 접선은 한 점에서만 만납니다.
07. 원의 접선	접점은 무엇인가?	원과 접선이 만나는 단 하나의 점입니다.
08. 원주각	원주각의 정의는 무엇인가?	원 위의 한 점에서 그은 두 할선이 이루는 각입니다.
08. 원주각	한 호에 대한 원주각의 크기는 중심각의 크기의 얼마인가?	2분의 1입니다.
08. 원주각	한 호에 대한 원주각의 크기는 모두 어떠한가?	모두 같습니다.
08. 원주각	반원에 대한 원주각의 크기는 항상 몇 도인가?	90도입니다.
08. 원주각	지름을 한 변으로 하는 원주각의 크기는?	90도입니다.
08. 원주각	원주각의 크기는 호의 길이에 어떠한가?	정비례합니다.
08. 원주각	원의 둘레 전체에 대한 원주각의 합은 몇 도인가?	180도입니다.
08. 원주각	같은 크기의 원주각에 대한 호의 길이는?	서로 같습니다.
08. 원주각	호의 길이가 원주의 4분의 1이면 원주각은 몇 도인가?	180 곱하기 4분의 1이므로 45도입니다.
08. 원주각	중심각이 100도인 호에 대한 원주각은?	50도입니다.
08. 원주각	네 점이 한 원 위에 있을 조건은?	두 점을 이은 선분에 대해 같은 쪽에 있는 원주각의 크기가 같아야 합니다.
08. 원주각	원주각의 성질을 증명할 때 어떤 삼각형을 이용하는가?	이등변삼각형(반지름 이용)과 외각의 성질을 씁니다.
08. 원주각	원주각이 30도인 호의 길이를 l이라 할 때, 60도인 호의 길이는?	2l입니다.
08. 원주각	원주각 문제에서 지름이 보이면 가장 먼저 표시할 각도는?	직각(90도)입니다.
08. 원주각	원주각의 위치는 원의 어디에 있는가?	원주(원 위의 점)에 꼭짓점이 있습니다.
08. 원주각	호 AB에 대한 원주각이 각 APB일 때, 호 BA에 대한 원주각과의 합은?	180도입니다.
08. 원주각	원주각의 크기가 커질수록 대응하는 현의 길이도 비례하는가?	아니요, 현은 비례하지 않습니다.
08. 원주각	한 원에서 모든 원주각의 합이 180도인 이유는?	중심각의 총합이 360도이고 원주각은 그 절반이기 때문입니다.
08. 원주각	중심각은 호의 양 끝점과 어디를 연결한 각인가?	원의 중심입니다.
08. 원주각	중심각과 원주각 중 항상 큰 것은?	중심각이 2배 더 큽니다.
09. 원주각의 성질(내접사각형)	원에 내접하는 사각형에서 마주 보는 두 대각의 합은?	180도입니다.
09. 원주각의 성질(내접사각형)	내접사각형의 한 외각의 크기는 무엇과 같은가?	그와 이웃한 내각의 대각(내대각)과 같습니다.
09. 원주각의 성질(내접사각형)	사각형이 원에 내접하기 위한 조건 중 각에 관한 것은?	대각의 합이 180도여야 합니다.
09. 원주각의 성질(내접사각형)	평행사변형 중 항상 원에 내접하는 것은?	직사각형과 정사각형입니다.
09. 원주각의 성질(내접사각형)	사다리꼴 중 항상 원에 내접하는 것은?	등변사다리꼴입니다.
09. 원주각의 성질(내접사각형)	내접사각형의 대각의 합이 180도인 이유는?	두 중심각의 합이 360도임을 원주각 성질로 나누었기 때문입니다.
09. 원주각의 성질(내접사각형)	마름모는 항상 원에 내접하는가?	아니요, 각이 직각일 때(정사각형)만 가능합니다.
09. 원주각의 성질(내접사각형)	한 외각이 100도인 내접사각형의 내대각은?	100도입니다.
09. 원주각의 성질(내접사각형)	내접사각형 ABCD에서 각 A가 70도이면 각 C는?	110도입니다.
09. 원주각의 성질(내접사각형)	원의 접선과 현이 이루는 각은 무엇과 같은가?	그 현에 대한 원주각의 크기와 같습니다. (저현각 성질)
09. 원주각의 성질(내접사각형)	접선과 현의 정리를 증명할 때 어떤 보조선을 긋는가?	지름을 지나는 원주각을 그려 직각임을 이용합니다.
09. 원주각의 성질(내접사각형)	원 밖의 한 점에서의 접선과 할선 사이의 비례 관계는?	접선의 제곱은 (짧은 할선 조각 * 전체 할선)과 같습니다. (최신 과정 제외 가능성)
09. 원주각의 성질(내접사각형)	접선과 현이 이루는 각이 60도이면 대응하는 호의 원주각은?	60도입니다.
09. 원주각의 성질(내접사각형)	내접사각형의 한 내각과 그 대각의 외각은 어떤 관계인가?	서로 크기가 같습니다.
09. 원주각의 성질(내접사각형)	두 원이 한 점에서 접할 때 공통접선과 각의 관계는?	맞꼭지각과 엇각 성질에 의해 평행선이나 같은 각이 생깁니다.
09. 원주각의 성질(내접사각형)	내접사각형에서 각 변의 수직이등분선의 교점은?	원의 중심입니다.
09. 원주각의 성질(내접사각형)	삼각형은 항상 원에 내접하는가?	네, 모든 삼각형은 외접원을 가집니다.
09. 원주각의 성질(내접사각형)	오각형 이상이 원에 내접하려면?	모든 꼭짓점이 한 원 위에 있어야 하며 대각 합 성질을 부분적으로 씁니다.
09. 원주각의 성질(내접사각형)	원의 접선 위 한 점과 현의 끝점이 만드는 각도를 무엇이라 부르는가?	접선과 현이 이루는 각입니다.
09. 원주각의 성질(내접사각형)	원주각의 활용 문제를 풀 때 가장 중요한 도구는?	원주각의 크기가 일정하다는 성질과 중심각과의 관계입니다.
10. 대푯값	대푯값이란 무엇인가?	자료 전체의 특징을 하나의 수로 나타낸 값입니다.
10. 대푯값	평균의 정의는 무엇인가?	변량의 총합을 변량의 개수로 나눈 값입니다.
10. 대푯값	중앙값이란 무엇인가?	자료를 크기순으로 나열했을 때 한가운데 위치하는 값입니다.
10. 대푯값	자료의 개수가 짝수일 때 중앙값은 어떻게 구하는가?	가운데 있는 두 값의 평균을 구합니다.
10. 대푯값	최빈값이란 무엇인가?	자료 중에서 가장 많이 나타나는 값입니다.
10. 대푯값	자료에 극단적인 값이 있을 때 적절한 대푯값은?	중앙값입니다. (평균은 왜곡될 수 있음)
10. 대푯값	최빈값은 항상 하나뿐인가?	아니요, 두 개 이상일 수도 있고 없을 수도 있습니다.
10. 대푯값	변량 1, 2, 3, 4, 100의 평균은?	22입니다.
10. 대푯값	변량 1, 2, 3, 4, 100의 중앙값은?	3입니다.
10. 대푯값	대푯값 중 반드시 자료에 존재하는 값은?	최빈값은 자료 중 하나여야 하지만 평균과 중앙값은 아닐 수 있습니다.
10. 대푯값	선호하는 색상이나 브랜드 같은 자료의 대푯값은?	최빈값입니다.
10. 대푯값	평균을 구할 때 모든 변량의 값이 쓰이는가?	네, 모든 값을 합산하므로 모두 반영됩니다.
10. 대푯값	중앙값을 구할 때 반드시 먼저 해야 할 일은?	자료를 크기순(오름차순 등)으로 정렬하는 것입니다.
10. 대푯값	평균이 중앙값보다 훨씬 크다면 자료의 분포는?	오른쪽에 매우 큰 극단적인 값이 있음을 의미합니다.
10. 대푯값	자료 5, 5, 6, 7, 8의 최빈값은?	5입니다.
10. 대푯값	모든 자료값에 2를 더하면 평균은 어떻게 변하는가?	평균도 2만큼 커집니다.
10. 대푯값	평균이 80점인 4과목에 90점을 추가하면 새로운 평균은?	82점입니다.
10. 대푯값	대푯값 중 수치화하기 힘든 질적 자료에 쓰는 것은?	최빈값입니다.
10. 대푯값	중앙값은 자료의 총합과 관계가 있는가?	아니요, 위치에 의해서만 결정됩니다.
10. 대푯값	평균의 단점은 무엇인가?	극단적인 값(아웃라이어)에 영향을 크게 받는다는 것입니다.
11. 산포도	산포도란 무엇인가?	자료가 대푯값을 중심으로 얼마나 흩어져 있는지를 나타내는 수치입니다.
11. 산포도	편차의 정의는 무엇인가?	변량에서 평균을 뺀 값입니다. (변량 마이너스 평균)
11. 산포도	편차의 총합은 항상 얼마인가?	항상 0입니다.
11. 산포도	분산이란 무엇인가?	편차의 제곱의 평균입니다.
11. 산포도	표준편차란 무엇인가?	분산에 양의 제곱근(루트)을 씌운 값입니다.
11. 산포도	분산이 클수록 자료의 분포는 어떠한가?	평균에서 멀리 흩어져 있습니다.
11. 산포도	자료가 고르다는 것은 산포도가 크다는 뜻인가 작다는 뜻인가?	작다는 뜻입니다. (평균에 모여 있음)
11. 산포도	편차가 플러스인 변량은 평균보다 어떤가?	평균보다 큰 값입니다.
11. 산포도	편차가 마이너스인 변량은 평균보다 어떤가?	평균보다 작은 값입니다.
11. 산포도	분산을 구할 때 편차를 그냥 더하지 않고 제곱하는 이유는?	편차의 합은 항상 0이 되어 흩어진 정도를 알 수 없기 때문입니다.
11. 산포도	표준편차의 단위는 변량의 단위와 어떠한가?	같습니다. (분산은 단위의 제곱이 됨)
11. 산포도	모든 변량이 같으면 분산은 얼마인가?	0입니다.
11. 산포도	표준편차가 0이라는 말의 의미는?	모든 자료의 값이 평균과 일치한다는 뜻입니다.
11. 산포도	두 집단의 실력이 비슷할 때, 점수가 더 고른 집단을 찾으려면?	표준편차가 더 작은 집단을 찾습니다.
11. 산포도	변량 x, y, z의 평균이 m이면 x+5, y+5, z+5의 분산은?	변하지 않고 원래와 같습니다. (흩어진 정도는 동일)
11. 산포도	변량에 k를 곱하면 표준편차는 어떻게 되는가?	원래 표준편차에 절댓값 k배가 됩니다.
11. 산포도	분산 공식은?	(편차 제곱의 합) 나누기 (변량의 개수)입니다.
11. 산포도	산포도의 종류 두 가지는?	분산과 표준편차입니다. (중등 범위)
11. 산포도	평균이 다른 두 집단의 산포도를 직접 비교해도 되는가?	수치적으로 가능하지만 자료의 특성을 고려해야 합니다.
11. 산포도	편차가 2, -1, x 일 때 x의 값은?	총합이 0이어야 하므로 -1입니다.
12. 상관관계	산점도란 무엇인가?	두 변수 사이의 관계를 좌표평면 위에 점으로 나타낸 그래프입니다.
12. 상관관계	양의 상관관계란 무엇인가?	한 변수의 값이 커짐에 따라 다른 변수의 값도 대체로 커지는 관계입니다.
12. 상관관계	음의 상관관계란 무엇인가?	한 변수의 값이 커짐에 따라 다른 변수의 값은 대체로 작아지는 관계입니다.
12. 상관관계	상관관계가 없는 경우는 어떤 모양인가?	점이 사방으로 흩어져 있거나 원 모양, 축에 평행한 모양일 때입니다.
12. 상관관계	산점도의 점들이 직선에 가까울수록 상관관계는 어떠한가?	상관관계가 강하다고 합니다.
12. 상관관계	키와 몸무게 사이에는 보통 어떤 상관관계가 있는가?	양의 상관관계입니다.
12. 상관관계	겨울철 기온과 난방비 사이에는 어떤 상관관계가 있는가?	음의 상관관계입니다.
12. 상관관계	산점도에서 오른쪽 위로 향하는 경향이 있으면?	양의 상관관계입니다.
12. 상관관계	산점도에서 오른쪽 아래로 향하는 경향이 있으면?	음의 상관관계입니다.
12. 상관관계	독서량과 성적 사이에 상관관계가 있다는 것은 무엇을 의미하나?	두 변수 사이에 일정한 변화 추세가 있다는 뜻입니다.
12. 상관관계	산점도를 통해 정확한 함숫값을 알 수 있는가?	아니요, 전체적인 경향성만 알 수 있습니다.
12. 상관관계	두 변수가 서로 아무런 영향을 주지 않을 때 상관관계는?	없습니다.
12. 상관관계	신발 사이즈와 수학 점수 사이의 상관관계는?	없습니다.
12. 상관관계	상관관계가 강하다는 것은 점들이 어디에 모여 있음을 뜻하나?	어떤 일정한 선 주변에 밀집해 있음을 뜻합니다.
12. 상관관계	산점도에서 가로축과 세로축은 각각 무엇인가?	서로 다른 두 종류의 변량입니다.
12. 상관관계	상관관계를 분석하면 좋은 점은?	한 변량을 통해 다른 변량의 변화를 예측할 수 있습니다.
