소단원명	질문	정답
03. 최대공약수	소인수분해를 이용해 최대공약수를 구할 때 어떤 소인수를 택하는가?	공통인 소인수만 모두 택합니다.
03. 최대공약수	최대공약수를 구할 때 지수는 어떻게 선택하는가?	공통인 소인수 중 지수가 같거나 작은 것을 택합니다.
03. 최대공약수	세 수의 최대공약수를 나눗셈으로 구할 때 주의점은?	세 수 모두가 공통으로 나누어 떨어지는 수로만 나누어야 합니다.
03. 최대공약수	1은 모든 자연수와 서로소인가?	네, 그렇습니다.
03. 최대공약수	서로 다른 두 소수는 항상 서로소인가?	네, 항상 서로소입니다.
03. 최대공약수	연속하는 두 자연수는 항상 서로소인가?	네, 항상 서로소입니다.
03. 최대공약수	나눗셈으로 최대공약수를 구할 때 왼쪽 세로줄의 수들을 어떻게 하는가?	모두 곱합니다.
03. 최대공약수	두 수의 공약수의 개수는 무엇과 같은가?	최대공약수의 약수의 개수와 같습니다.
03. 최대공약수	12, 18, 30의 최대공약수는?	6입니다.
03. 최대공약수	최대공약수가 1인 두 수 중 하나가 합성수일 수 있는가?	네, 8과 9는 둘 다 합성수지만 서로소입니다.
03. 최대공약수	두 수가 서로소이면 두 수는 모두 소수인가?	아니요, 합성수끼리도 서로소일 수 있습니다.
03. 최대공약수	공약수 중 두 번째로 큰 수는 무엇인가?	최대공약수 다음으로 큰 약수입니다.
03. 최대공약수	세 수의 공약수는 누구의 약수인가?	세 수의 최대공약수의 약수입니다.
04. 최소공배수	공배수란 무엇인가?	두 개 이상의 자연수의 공통인 배수입니다.
04. 최소공배수	최소공배수란 무엇인가?	공배수 중에서 가장 작은 수입니다.
04. 최소공배수	공배수와 최소공배수의 관계는?	두 수의 공배수는 최소공배수의 배수와 같습니다.
04. 최소공배수	소인수분해를 이용해 최소공배수를 구할 때 어떤 소인수를 택하는가?	공통인 소인수와 공통이 아닌 소인수를 모두 택합니다.
04. 최소공배수	최소공배수를 구할 때 지수는 어떻게 선택하는가?	지수가 같거나 큰 것을 택합니다.
04. 최소공배수	서로소인 두 자연수의 최소공배수는?	두 자연수의 곱과 같습니다.
04. 최소공배수	6과 8의 최소공배수는?	24입니다.
04. 최소공배수	세 수의 최소공배수를 나눗셈으로 구할 때 특징은?	세 수 중 두 수만 나누어 떨어져도 계속 나눌 수 있습니다.
04. 최소공배수	나눗셈으로 최소공배수를 구할 때 마지막 계산 방법은?	나눈 공약수들과 마지막 남은 몫들을 모두 곱합니다.
04. 최소공배수	12와 18의 최소공배수는?	36입니다.
04. 최소공배수	두 수 A, B의 곱과 최대공약수 G, 최소공배수 L의 관계는?	A와 B의 곱은 G와 L의 곱과 같습니다.
04. 최소공배수	최소공배수가 10인 두 수의 공배수 중 50 이하인 것은?	10, 20, 30, 40, 50입니다.
04. 최소공배수	30과 45의 최소공배수는?	90입니다.
04. 최소공배수	공배수는 항상 최소공배수의 무엇인가?	배수입니다.
04. 최소공배수	어떤 수의 배수는 유한한가 무한한가?	무한합니다.
04. 최소공배수	최소공배수를 활용해 두 분수를 자연수로 만드는 법은?	두 분모의 최소공배수를 곱합니다.
04. 최소공배수	4, 6, 8의 최소공배수는?	24입니다.
04. 최소공배수	두 수의 최대공약수가 1이면 최소공배수는?	두 수의 곱입니다.
04. 최소공배수	배수 중에서 가장 큰 배수를 구할 수 없는 이유는?	배수는 끝없이 커지기 때문입니다.
04. 최소공배수	최소공배수의 약수는 두 수의 무엇인가?	일반적으로는 공배수의 약수가 되며 특별한 성질은 없습니다.
05. 최대공약수와 최소공배수의 활용	똑같이 나누어 주는 문제에서 구해야 하는 것은?	최대공약수입니다.
05. 최대공약수와 최소공배수의 활용	직사각형을 가장 큰 정사각형으로 채울 때 구해야 하는 것은?	최대공약수입니다.
05. 최대공약수와 최소공배수의 활용	가장 적은 수의 타일을 사용할 때 타일의 한 변의 길이는?	최대공약수입니다.
05. 최대공약수와 최소공배수의 활용	동시에 출발한 두 버스가 처음으로 다시 만나는 시간은?	최소공배수입니다.
05. 최대공약수와 최소공배수의 활용	톱니바퀴가 처음으로 다시 같은 톱니에서 맞물릴 때까지 돌아간 톱니 수는?	최소공배수입니다.
05. 최대공약수와 최소공배수의 활용	직육면체를 쌓아 가장 작은 정육면체를 만들 때 한 변의 길이는?	최소공배수입니다.
05. 최대공약수와 최소공배수의 활용	어떤 자연수로 나누면 나머지가 남는 문제는 어떻게 푸는가?	나머지를 뺀 수들의 최대공약수를 구합니다.
05. 최대공약수와 최소공배수의 활용	나누면 나머지가 항상 r로 일정한 가장 작은 자연수 구하는 법은?	최소공배수를 구한 뒤 r을 더합니다.
05. 최대공약수와 최소공배수의 활용	두 분수 중 어느 것에 곱해도 자연수가 되는 가장 작은 분수는?	(분모의 최대공약수) 분의 (분자의 최소공배수)입니다.
05. 최대공약수와 최소공배수의 활용	톱니바퀴 문제에서 회전수는 어떻게 구하는가?	최소공배수를 각 바퀴의 톱니 수로 나눕니다.
05. 최대공약수와 최소공배수의 활용	일정한 간격으로 나무를 심을 때 간격이 최대가 되려면?	거리의 최대공약수를 구합니다.
05. 최대공약수와 최소공배수의 활용	나머지가 부족한 경우의 문제는 어떻게 푸는가?	최소공배수를 구한 뒤 부족한 만큼 뺍니다.
05. 최대공약수와 최소공배수의 활용	세 사람의 방문 주기가 3일, 4일, 6일일 때 다시 만나는 날은?	12일 후입니다.
05. 최대공약수와 최소공배수의 활용	가로 12, 세로 15인 직사각형을 채우는 정사각형의 최대 한 변은?	3입니다.
05. 최대공약수와 최소공배수의 활용	가능한 한 많은 사람에게 나누어 줄 때 구하는 것은?	최대공약수입니다.
05. 최대공약수와 최소공배수의 활용	가능한 한 작은 정육면체를 만들 때 구하는 것은?	최소공배수입니다.
05. 최대공약수와 최소공배수의 활용	분수를 자연수로 만드는 문제는 주로 무엇을 이용하는가?	분모의 최소공배수 또는 약수 관계를 이용합니다.
05. 최대공약수와 최소공배수의 활용	과일 20개와 30개를 똑같이 나누어 줄 때 최대 인원수는?	10명입니다.
05. 최대공약수와 최소공배수의 활용	시계의 두 바늘이 다시 겹치는 문제는 무엇과 관련이 있는가?	최소공배수 원리와 관련이 있습니다.
05. 최대공약수와 최소공배수의 활용	활용 문제를 풀 때 가장 먼저 해야 할 일은?	최대공약수 문제인지 최소공배수 문제인지 파악하는 것입니다.
06. 정수와 유리수	양의 정수(자연수)란 무엇인가?	자연수에 양의 부호 플러스를 붙인 수입니다.
06. 정수와 유리수	음의 정수란 무엇인가?	자연수에 음의 부호 마이너스를 붙인 수입니다.
06. 정수와 유리수	정수는 어떻게 세 가지로 분류되는가?	양의 정수, 0, 음의 정수입니다.
06. 정수와 유리수	유리수란 무엇인가?	분모가 0이 아닌 분수 꼴로 나타낼 수 있는 수입니다.
06. 정수와 유리수	양의 유리수란 무엇인가?	분수 꼴 중 부호가 플러스인 수입니다.
06. 정수와 유리수	음의 유리수란 무엇인가?	분수 꼴 중 부호가 마이너스인 수입니다.
06. 정수와 유리수	0은 양수인가 음수인가?	둘 다 아닙니다.
06. 정수와 유리수	모든 정수는 유리수인가?	네, 분모가 1인 분수로 나타낼 수 있으므로 유리수입니다.
06. 정수와 유리수	정수가 아닌 유리수의 예는?	2분의 1, 마이너스 0.3 등이 있습니다.
06. 정수와 유리수	수직선에서 기준이 되는 점 O의 명칭은?	원점입니다.
06. 정수와 유리수	절댓값의 정의는 무엇인가?	수직선 위에서 원점과 그 수를 나타내는 점 사이의 거리입니다.
06. 정수와 유리수	절댓값이 3인 수는?	플러스 3과 마이너스 3입니다.
06. 정수와 유리수	절댓값이 가장 작은 수는?	0입니다.
06. 정수와 유리수	양수와 음수 중 어느 것이 항상 큰가?	양수가 항상 큽니다.
06. 정수와 유리수	음수끼리는 절댓값이 큰 쪽이 더 어떠한가?	더 작습니다.
06. 정수와 유리수	부등호 기호 중 크지 않다는 무엇과 같은가?	작거나 같다(이하)와 같습니다.
06. 정수와 유리수	마이너스 5의 절댓값은?	5입니다.
06. 정수와 유리수	수직선에서 오른쪽으로 갈수록 수는 어떻게 되는가?	커집니다.
06. 정수와 유리수	부등호 기호 중 미만은 어떤 기호를 쓰는가?	작다 기호를 씁니다.
06. 정수와 유리수	절댓값 기호는 어떻게 쓰는가?	수 양옆에 세로줄을 긋습니다.
07. 정수와 유리수의 덧셈과 뺄셈	부호가 같은 두 수의 덧셈 방법은?	공통 부호를 쓰고 절댓값의 합을 구합니다.
07. 정수와 유리수의 덧셈과 뺄셈	부호가 다른 두 수의 덧셈 방법은?	절댓값이 큰 쪽의 부호를 쓰고 절댓값의 차를 구합니다.
07. 정수와 유리수의 덧셈과 뺄셈	덧셈의 교환법칙이란?	두 수의 순서를 바꾸어 더해도 결과가 같다는 성질입니다.
07. 정수와 유리수의 덧셈과 뺄셈	덧셈의 결합법칙이란?	세 수의 덧셈에서 앞의 두 수 또는 뒤의 두 수를 먼저 더해도 결과가 같다는 성질입니다.
07. 정수와 유리수의 덧셈과 뺄셈	유리수의 뺄셈 방법은?	빼는 수의 부호를 바꾸어 덧셈으로 고쳐 계산합니다.
07. 정수와 유리수의 덧셈과 뺄셈	절댓값이 같고 부호가 반대인 두 수의 합은?	0입니다.
07. 정수와 유리수의 덧셈과 뺄셈	마이너스 2 더하기 플러스 5의 결과는?	플러스 3입니다.
07. 정수와 유리수의 덧셈과 뺄셈	마이너스 3 빼기 마이너스 4의 결과는?	플러스 1입니다.
07. 정수와 유리수의 덧셈과 뺄셈	부호가 생략된 수들의 덧셈 뺄셈은 어떻게 하는가?	생략된 플러스 부호를 넣어 생각합니다.
07. 정수와 유리수의 덧셈과 뺄셈	0에 어떤 수를 더하면 결과는?	그 수 자신이 됩니다.
07. 정수와 유리수의 덧셈과 뺄셈	어떤 수에서 0을 빼면 결과는?	그 수 자신이 됩니다.
07. 정수와 유리수의 덧셈과 뺄셈	뺄셈은 교환법칙이 성립하는가?	아니요, 성립하지 않습니다.
07. 정수와 유리수의 덧셈과 뺄셈	수직선에서 덧셈은 어느 방향으로 이동하는가?	양수를 더하면 오른쪽, 음수를 더하면 왼쪽으로 이동합니다.
07. 정수와 유리수의 덧셈과 뺄셈	계산 순서를 바꾸면 편리한 경우는?	부호가 같은 수끼리 먼저 계산하거나 분모가 같은 분수끼리 먼저 계산할 때입니다.
07. 정수와 유리수의 덧셈과 뺄셈	마이너스 7 더하기 마이너스 2의 결과는?	마이너스 9입니다.
07. 정수와 유리수의 덧셈과 뺄셈	괄호가 없는 식의 계산은 어떻게 하는가?	앞에서부터 차례로 계산하거나 양수는 양수끼리, 음수는 음수끼리 모아서 계산합니다.
07. 정수와 유리수의 덧셈과 뺄셈	세 수 이상의 혼합 계산 시 주의점은?	뺄셈을 덧셈으로 모두 바꾼 뒤 법칙을 활용합니다.
07. 정수와 유리수의 덧셈과 뺄셈	덧셈에 대한 항등원은 무엇인가?	0입니다(참고용).
07. 정수와 유리수의 덧셈과 뺄셈	유리수의 덧셈 결과는 항상 유리수인가?	네, 그렇습니다.
07. 정수와 유리수의 덧셈과 뺄셈	가장 먼저 계산해야 하는 부분은?	괄호 안의 식입니다.
08. 정수와 유리수의 곱셈과 나눗셈	부호가 같은 두 수의 곱셈 결과 부호는?	플러스입니다.
08. 정수와 유리수의 곱셈과 나눗셈	부호가 다른 두 수의 곱셈 결과 부호는?	마이너스입니다.
08. 정수와 유리수의 곱셈과 나눗셈	세 수 이상의 곱셈에서 음수가 홀수 개이면 결과 부호는?	마이너스입니다.
08. 정수와 유리수의 곱셈과 나눗셈	어떤 수에 0을 곱하면 결과는?	항상 0입니다.
08. 정수와 유리수의 곱셈과 나눗셈	곱셈의 교환법칙이란?	두 수의 순서를 바꾸어 곱해도 결과가 같다는 성질입니다.
08. 정수와 유리수의 곱셈과 나눗셈	음수를 짝수 번 거듭제곱하면 부호는?	플러스입니다.
08. 정수와 유리수의 곱셈과 나눗셈	분배법칙이란 무엇인가?	한 수를 두 수의 합에 곱할 때 각각 곱하여 더하는 것과 같다는 성질입니다.
08. 정수와 유리수의 곱셈과 나눗셈	역수란 무엇인가?	두 수의 곱이 1이 될 때 한 수를 다른 수의 역수라고 합니다.
08. 정수와 유리수의 곱셈과 나눗셈	유리수의 나눗셈 방법은?	나누는 수의 역수를 곱합니다.
08. 정수와 유리수의 곱셈과 나눗셈	0을 0이 아닌 수로 나누면 결과는?	0입니다.
08. 정수와 유리수의 곱셈과 나눗셈	나눗셈에서 어떤 수로 나누는 것은 불가능한가?	0으로 나누는 것은 생각하지 않습니다.
08. 정수와 유리수의 곱셈과 나눗셈	혼합 계산의 순서는?	거듭제곱, 괄호, 곱셈/나눗셈, 덧셈/뺄셈 순입니다.
08. 정수와 유리수의 곱셈과 나눗셈	마이너스 1의 홀수 제곱은 얼마인가?	마이너스 1입니다.
08. 정수와 유리수의 곱셈과 나눗셈	역수를 구할 때 부호도 바뀌는가?	아니요, 부호는 그대로 둡니다.
08. 정수와 유리수의 곱셈과 나눗셈	마이너스 2분의 3의 역수는?	마이너스 3분의 2입니다.
08. 정수와 유리수의 곱셈과 나눗셈	분배법칙은 나눗셈에도 적용되는가?	합을 어떤 수로 나눌 때 각각 나누어 더하는 방식으로 적용 가능합니다.
08. 정수와 유리수의 곱셈과 나눗셈	곱셈과 나눗셈만 있는 식은 어느 방향으로 계산하는가?	앞에서부터 차례로 계산합니다.
08. 정수와 유리수의 곱셈과 나눗셈	마이너스 2의 2제곱과 괄호 치고 마이너스 2의 2제곱의 차이는?	전자는 마이너스 4, 후자는 플러스 4입니다.
08. 정수와 유리수의 곱셈과 나눗셈	나눗셈의 결과 부호 결정 방식은?	곱셈의 부호 결정 방식과 같습니다.
08. 정수와 유리수의 곱셈과 나눗셈	곱셈에 대한 결합법칙은 성립하는가?	네, 성립합니다.
09. 문자의 사용	곱셈 기호의 생략 규칙 중 숫자와 문자의 순서는?	숫자를 문자 앞에 씁니다.
09. 문자의 사용	문자와 문자의 곱에서 순서는?	보통 알파벳 순서대로 씁니다.
09. 문자의 사용	같은 문자의 곱은 어떻게 나타내는가?	거듭제곱으로 나타냅니다.
09. 문자의 사용	1 또는 마이너스 1과 문자의 곱에서 생략하는 것은?	숫자 1은 생략합니다.
09. 문자의 사용	나눗셈 기호는 어떻게 생략하는가?	분수 꼴로 나타내거나 역수의 곱셈으로 고칩니다.
09. 문자의 사용	괄호가 있는 식과 숫자의 곱에서 숫자의 위치는?	숫자를 괄호 앞에 씁니다.
09. 문자의 사용	대입이란 무엇인가?	문자를 사용한 식에서 문자 대신 수를 넣는 것입니다.
09. 문자의 사용	식의 값이란 무엇인가?	문자에 수를 대입하여 계산한 결과입니다.
09. 문자의 사용	거스름돈을 문자로 나타내는 공식은?	낸 돈 빼기 물건의 가격입니다.
09. 문자의 사용	거리 구하는 공식을 문자로 나타내면?	속력 곱하기 시간입니다.
09. 문자의 사용	농도 구하는 공식을 문자로 나타내면?	(소금의 양 나누기 소금물의 양) 곱하기 100입니다.
09. 문자의 사용	x퍼센트 할인을 문자로 나타내면?	정가 곱하기 (1 빼기 100분의 x)입니다.
09. 문자의 사용	십의 자리가 a, 일의 자리가 b인 두 자리 자연수는?	10a 더하기 b입니다.
09. 문자의 사용	n각형의 내각의 합을 문자로 나타내면?	180 곱하기 (n 빼기 2)입니다.
09. 문자의 사용	평균을 문자로 나타내는 방법은?	자료의 총합 나누기 자료의 개수입니다.
09. 문자의 사용	문자를 사용하면 좋은 점은?	수량 사이의 관계를 간단하고 명확하게 나타낼 수 있습니다.
09. 문자의 사용	x의 3배보다 2만큼 큰 수는?	3x 더하기 2입니다.
09. 문자의 사용	괄호가 있는 나눗셈 기호 생략 시 주의점은?	괄호 전체가 분모로 가거나 역수가 되어야 합니다.
09. 문자의 사용	0.1과 x의 곱에서 1을 생략할 수 있는가?	아니요, 0.x가 아니라 0.1x로 써야 합니다.
09. 문자의 사용	문자 앞에 곱해진 숫자를 부르는 명칭은?	계수입니다.
10. 일차식의 계산	항이란 무엇인가?	수 또는 문자의 곱으로만 이루어진 식입니다.
10. 일차식의 계산	상수항이란 무엇인가?	문자 없이 수로만 이루어진 항입니다.
10. 일차식의 계산	계수란 무엇인가?	항에서 문자에 곱해진 숫자입니다.
10. 일차식의 계산	다항식이란 무엇인가?	하나 이상의 항의 합으로 이루어진 식입니다.
10. 일차식의 계산	단항식이란 무엇인가?	하나의 항으로만 이루어진 다항식입니다.
10. 일차식의 계산	항의 차수란 무엇인가?	항에서 문자가 곱해진 개수입니다.
10. 일차식의 계산	다항식의 차수란 무엇인가?	다항식의 항 중에서 차수가 가장 큰 항의 차수입니다.
10. 일차식의 계산	일차식이란 무엇인가?	차수가 1인 다항식입니다.
10. 일차식의 계산	동류항이란 무엇인가?	문자와 차수가 각각 같은 항입니다.
10. 일차식의 계산	동류항의 계산 방법은?	계수끼리 더하거나 뺀 후 문자를 붙입니다.
10. 일차식의 계산	일차식과 숫자의 곱셈 방법은?	분배법칙을 이용하여 각 항에 숫자를 곱합니다.
10. 일차식의 계산	괄호 앞에 마이너스가 있을 때 괄호 푸는 법은?	괄호 안의 모든 항의 부호를 반대로 바꿉니다.
10. 일차식의 계산	일차식의 덧셈과 뺄셈 순서는?	괄호 풀기, 동류항 모으기, 계산하기 순입니다.
10. 일차식의 계산	상수항끼리는 동류항인가?	네, 항상 동류항입니다.
10. 일차식의 계산	x와 x의 2제곱은 동류항인가?	아니요, 차수가 다르므로 동류항이 아닙니다.
10. 일차식의 계산	분수 꼴의 일차식 계산 시 주의점은?	분모를 통분한 뒤 분자의 전체에 괄호가 있다고 생각하고 계산합니다.
10. 일차식의 계산	이차식이란 무엇인가?	최고차항의 차수가 2인 다항식입니다.
10. 일차식의 계산	계수가 분수인 일차식의 계산은?	계수끼리 통분하여 계산합니다.
10. 일차식의 계산	다항식 2x-3에서 상수항은?	마이너스 3입니다.
10. 일차식의 계산	3x에서 x의 계수는?	3입니다.
11. 방정식과 그 해	등식이란 무엇인가?	등호를 사용하여 두 수나 식이 같음을 나타낸 식입니다.
11. 방정식과 그 해	좌변과 우변을 통틀어 무엇이라 하는가?	양변이라고 합니다.
11. 방정식과 그 해	방정식이란 무엇인가?	미지수의 값에 따라 참이 되기도 하고 거짓이 되기도 하는 등식입니다.
11. 방정식과 그 해	미지수란 무엇인가?	방정식에 들어 있는 모르는 값을 나타내는 문자입니다.
11. 방정식과 그 해	방정식의 해(근)란 무엇인가?	방정식을 참이 되게 하는 미지수의 값입니다.
11. 방정식과 그 해	항항식이란 무엇인가?	미지수에 어떤 값을 대입해도 항상 참이 되는 등식입니다.
11. 방정식과 그 해	항등식의 특징은 무엇인가?	양변을 정리했을 때 좌변과 우변의 모양이 완전히 같습니다.
11. 방정식과 그 해	등식의 성질 1번은?	양변에 같은 수를 더해도 등식은 성립합니다.
11. 방정식과 그 해	등식의 성질 2번은?	양변에 같은 수를 빼도 등식은 성립합니다.
11. 방정식과 그 해	등식의 성질 3번은?	양변에 같은 수를 곱해도 등식은 성립합니다.
11. 방정식과 그 해	등식의 성질 4번은?	양변을 0이 아닌 같은 수로 나누어도 등식은 성립합니다.
11. 방정식과 그 해	등식의 성질 중 나눌 때 주의점은?	반드시 0이 아닌 수로 나누어야 합니다.
11. 방정식과 그 해	이항이란 무엇인가?	등식의 성질을 이용하여 한 변에 있는 항을 부호를 바꿔 다른 변으로 옮기는 것입니다.
11. 방정식과 그 해	방정식을 푼다는 것은 무엇을 의미하는가?	방정식의 해를 구하는 것입니다.
11. 방정식과 그 해	일차방정식이란 무엇인가?	모든 항을 좌변으로 옮겼을 때 (일차식)=0 꼴이 되는 방정식입니다.
11. 방정식과 그 해	x+2=2+x 는 어떤 식인가?	항등식입니다.
11. 방정식과 그 해	2x=4 에서 x의 값은?	2입니다.
11. 방정식과 그 해	방정식의 해가 주어진 경우 어떻게 확인하는가?	해를 식에 대입하여 참이 되는지 봅니다.
11. 방정식과 그 해	이항의 원리는 등식의 어느 성질에서 오는가?	양변에 같은 수를 더하거나 빼는 성질에서 옵니다.
11. 방정식과 그 해	미지수 x를 포함하지 않는 등식도 있는가?	네, 1+2=3 같은 수치 등식이 있습니다.
12. 일차방정식의 풀이	일차방정식 풀이의 기본 모양은?	x는 숫자 꼴로 만드는 것입니다.
12. 일차방정식의 풀이	괄호가 있는 일차방정식은 어떻게 푸는가?	분배법칙으로 괄호를 먼저 풉니다.
12. 일차방정식의 풀이	계수가 소수인 일차방정식은 어떻게 푸는가?	양변에 10, 100 등을 곱하여 계수를 정수로 고칩니다.
12. 일차방정식의 풀이	계수가 분수인 일차방정식은 어떻게 푸는가?	양변에 분모의 최소공배수를 곱하여 계수를 정수로 고칩니다.
12. 일차방정식의 풀이	비례식으로 주어진 방정식은 어떻게 푸는가?	내항의 곱은 외항의 곱과 같다는 성질을 이용합니다.
12. 일차방정식의 풀이	이항할 때 가장 먼저 하는 일은?	x가 있는 항은 좌변으로, 상수는 우변으로 모읍니다.
12. 일차방정식의 풀이	ax=b 꼴에서 x를 구하는 방법은?	양변을 x의 계수인 a로 나눕니다.
12. 일차방정식의 풀이	방정식의 해를 구한 뒤 검산하는 방법은?	구한 값을 처음 식에 대입해 봅니다.
12. 일차방정식의 풀이	계수가 복잡할 때 식을 정리하는 이유는?	계산 실수를 줄이고 명확하게 해를 구하기 위해서입니다.
12. 일차방정식의 풀이	방정식의 해가 정수가 아닌 유리수일 수도 있는가?	네, 분수나 소수일 수도 있습니다.
12. 일차방정식의 풀이	2(x-1)=4 의 해는?	3입니다.
12. 일차방정식의 풀이	0.1x=2 의 해는?	20입니다.
12. 일차방정식의 풀이	2분의 x는 3 의 해는?	6입니다.
12. 일차방정식의 풀이	이항 시 부호를 바꾸지 않으면 어떻게 되는가?	잘못된 해를 구하게 됩니다.
12. 일차방정식의 풀이	계수를 정수로 만들 때 양변의 모든 항에 곱해야 하는가?	네, 모든 항에 빠짐없이 곱해야 합니다.
12. 일차방정식의 풀이	해를 구할 때 x의 계수가 1이 되도록 만드는 성질은?	나눗셈 또는 곱셈 성질입니다.
12. 일차방정식의 풀이	방정식 3x-5=x+1 의 해는?	3입니다.
12. 일차방정식의 풀이	해의 부호가 마이너스인 경우도 있는가?	네, 가능합니다.
12. 일차방정식의 풀이	방정식을 풀 때 좌변과 우변을 바꿔도 되는가?	네, 등식은 대칭적이므로 상관없습니다.
12. 일차방정식의 풀이	괄호가 여러 개인 경우 계산 순서는?	소괄호, 중괄호, 대괄호 순입니다.
13. 일차방정식의 활용	활용 문제 풀이의 4단계는?	미지수 정하기, 식 세우기, 풀기, 확인하기입니다.
13. 일차방정식의 활용	연속하는 세 정수를 미지수로 잡는 방법은?	x-1, x, x+1 로 잡으면 편리합니다.
13. 일차방정식의 활용	나이 문제에서 x년 후의 나이는?	현재 나이에 x를 더합니다.
13. 일차방정식의 활용	도형의 둘레 문제에서 미지수는 주로 무엇인가?	한 변의 길이입니다.
13. 일차방정식의 활용	거리, 속력, 시간의 관계식 중 거리는?	속력 곱하기 시간입니다.
13. 일차방정식의 활용	시간 구하는 공식은?	거리 나누기 속력입니다.
